fixture_id,league,team_name,team_id,location,real_team_winner,pred_percent_home,pred_percent_draw,pred_percent_away,pred_home_win,pred_home_win_draw,pred_away_win,pred_away_win_draw,predicted_goals_home,predicted_goals_away,pred_draw,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,Red Cards,expected_goals,goals_prevented,bookmaker_used,goals_over/under_over_2.5,goals_over/under_over_2.5_prob,goals_over/under_under_2.5,goals_over/under_under_2.5_prob,odds_team_win,odds_draw,corners_over_under_over_10.5,corners_over_under_over_10.5_prob,corners_over_under_under_10.5,corners_over_under_under_10.5_prob
1414142,UEFA Champions League,Feyenoord,209,home,home,0.0,0.5,0.5,False,False,True,True,,,False,3.0,5.0,13.0,5.0,8.0,5.0,16.0,3.0,0.0,44%,2.0,1.0,368.0,288.0,78%,,,,,,,,,,,,,,
1414142,UEFA Champions League,Fenerbahce,611,away,home,0.0,0.5,0.5,False,False,True,True,,,False,2.0,3.0,8.0,3.0,4.0,4.0,15.0,5.0,4.0,56%,0.0,1.0,464.0,381.0,82%,,,,,,,,,,,,,,
1414143,UEFA Champions League,Nice,84,home,away,0.0,0.5,0.5,False,False,True,True,,,False,2.0,7.0,12.0,3.0,5.0,7.0,9.0,4.0,1.0,47%,3.0,4.0,435.0,377.0,87%,,,,,,,,,,,,,,
1414143,UEFA Champions League,Benfica,211,away,away,0.0,0.5,0.5,False,False,True,True,,,False,6.0,3.0,14.0,5.0,10.0,4.0,14.0,5.0,3.0,53%,1.0,2.0,486.0,419.0,86%,,,,,,,,,,,,,,
1423512,FA Cup,Sporting Bengal United,8944,home,away,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423512,FA Cup,Erith Town,8777,away,away,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423768,FA Cup,West Didsbury & Chorlton,8993,home,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423768,FA Cup,Winsford United,9003,away,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423515,FA Cup,Clevedon Town,8745,home,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423515,FA Cup,Kidlington,7650,away,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421142,UEFA Champions League,Ludogorets,566,home,draw,0.1,0.45,0.45,False,False,True,True,-2.5,-3.5,False,0.0,8.0,10.0,2.0,5.0,5.0,12.0,2.0,1.0,41%,1.0,2.0,314.0,255.0,81%,,,,,,,,,,,,,,
1421142,UEFA Champions League,Ferencvarosi TC,651,away,draw,0.1,0.45,0.45,False,False,True,True,-2.5,-3.5,False,2.0,11.0,17.0,4.0,14.0,3.0,14.0,9.0,3.0,59%,3.0,0.0,447.0,384.0,86%,,,,,,,,,,,,,,
1421143,UEFA Champions League,Lech Poznan,347,home,away,0.1,0.45,0.45,False,False,True,True,-4.5,-3.5,False,4.0,4.0,11.0,3.0,5.0,6.0,13.0,4.0,1.0,59%,1.0,3.0,512.0,427.0,83%,,,,,,,,,,,,,,
1421143,UEFA Champions League,FK Crvena Zvezda,598,away,away,0.1,0.45,0.45,False,False,True,True,-4.5,-3.5,False,6.0,5.0,12.0,1.0,8.0,4.0,11.0,4.0,3.0,41%,1.0,3.0,352.0,262.0,74%,,,,,,,,,,,,,,
1402662,Primera División,Deportivo Binacional,2550,home,home,0.1,0.45,0.45,False,False,True,True,-1.5,-1.5,False,7.0,7.0,16.0,2.0,9.0,7.0,9.0,5.0,5.0,64%,1.0,1.0,466.0,398.0,85%,0.0,,,,,,,,,,,,,
1402662,Primera División,Alianza Atletico,2560,away,home,0.1,0.45,0.45,False,False,True,True,-1.5,-1.5,False,1.0,6.0,10.0,3.0,5.0,5.0,3.0,4.0,3.0,36%,0.0,5.0,258.0,190.0,74%,1.0,,,,,,,,,,,,,
1423514,FA Cup,Whickham,8996,home,away,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423514,FA Cup,Bishop Auckland,8708,away,away,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399351,Primera División,Universitario,2540,home,home,0.45,0.45,0.1,True,False,False,False,-3.5,-1.5,False,5.0,6.0,11.0,0.0,8.0,3.0,13.0,5.0,0.0,42%,2.0,3.0,277.0,203.0,73%,0.0,,,,,,,,,,,,,
1399351,Primera División,Atletico Grau,2564,away,home,0.45,0.45,0.1,True,False,False,False,-3.5,-1.5,False,4.0,4.0,13.0,5.0,4.0,9.0,7.0,6.0,1.0,58%,2.0,1.0,393.0,329.0,84%,1.0,,,,,,,,,,,,,
1399350,Primera División,Juan Pablo II College,22479,home,away,0.1,0.45,0.45,False,False,True,True,-2.5,-1.5,False,4.0,4.0,12.0,4.0,8.0,4.0,6.0,2.0,1.0,36%,2.0,5.0,265.0,148.0,56%,,,,,,,,,,,,,,
1399350,Primera División,Alianza Lima,2553,away,away,0.1,0.45,0.45,False,False,True,True,-2.5,-1.5,False,7.0,6.0,17.0,4.0,13.0,4.0,11.0,10.0,0.0,64%,1.0,3.0,459.0,351.0,76%,,,,,,,,,,,,,,
1419292,FA Cup,Enfield 1893,8775,home,draw,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419292,FA Cup,Wormley Rovers,24351,away,draw,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419363,FA Cup,Belper United,19548,home,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419363,FA Cup,Uttoxeter Town,16997,away,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419293,FA Cup,Roman Glass St George,8910,home,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419293,FA Cup,Nailsea & Tickenham,21709,away,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419290,FA Cup,Bootle,8712,home,home,0.5,0.5,0.0,True,True,False,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419290,FA Cup,1874 Northwich,8666,away,home,0.5,0.5,0.0,True,True,False,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419480,FA Cup,Stone Old Alleynians,8954,home,away,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419480,FA Cup,Sutton Coldfield Town,7253,away,away,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419291,FA Cup,Pickering Town,7246,home,home,0.0,0.5,0.5,False,False,True,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419291,FA Cup,Penrith AFC,8896,away,home,0.0,0.5,0.5,False,False,True,True,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419445,FA Cup,Wokingham Town,25122,home,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419445,FA Cup,Brislington,8723,away,home,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399353,Primera División,Alianza Atletico,2560,home,draw,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,3.0,7.0,13.0,3.0,7.0,6.0,21.0,6.0,0.0,50%,1.0,2.0,317.0,242.0,76%,,,,,,,,,,,,,,
1399353,Primera División,FBC Melgar,2554,away,draw,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,2.0,6.0,9.0,1.0,6.0,3.0,11.0,4.0,5.0,50%,2.0,4.0,331.0,224.0,68%,,,,,,,,,,,,,,
1399352,Primera División,Cultural Santa Rosa,2572,home,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,4.0,7.0,16.0,5.0,10.0,6.0,8.0,9.0,,63%,2.0,0.0,391.0,337.0,86%,0.0,,,,,,,,,,,,,
1399352,Primera División,Comerciantes Unidos,2558,away,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,3.0,5.0,10.0,2.0,5.0,5.0,11.0,0.0,,37%,4.0,2.0,235.0,174.0,74%,2.0,,,,,,,,,,,,,
1383438,UEFA Champions League,Milsami Orhei,691,home,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383438,UEFA Champions League,KuPS,1165,away,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383443,UEFA Champions League,Shkendija,609,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383443,UEFA Champions League,The New Saints,354,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383442,UEFA Champions League,FC Differdange 03,684,home,away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383442,UEFA Champions League,Drita,14281,away,away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383439,UEFA Champions League,Hamrun Spartans,4626,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383439,UEFA Champions League,FK Zalgiris Vilnius,586,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383445,UEFA Champions League,Zrinjski,588,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383445,UEFA Champions League,Virtus,5308,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383444,UEFA Champions League,Inter Club d'Escaldes,3342,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383444,UEFA Champions League,FCSB,559,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383447,UEFA Champions League,Buducnost Podgorica,579,home,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383447,UEFA Champions League,FC Noah,3684,away,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383446,UEFA Champions League,Breidablik,276,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383446,UEFA Champions League,Egnatia Rrogozhinë,3327,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383441,UEFA Champions League,Rīgas FS,4160,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383441,UEFA Champions League,FC Levadia Tallinn,2273,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383436,UEFA Champions League,Kairat Almaty,664,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383436,UEFA Champions League,Olimpija Ljubljana,677,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383437,UEFA Champions League,Lincoln Red Imps FC,667,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383437,UEFA Champions League,Vikingur Gota,580,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383440,UEFA Champions League,Malmo FF,375,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383440,UEFA Champions League,Saburtalo,3502,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340458,Primera División,UTC,2539,home,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340458,Primera División,Alianza Lima,2553,away,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381501,Premier League,Al Hikma,11879,home,away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381501,Premier League,Al Nejmeh,4570,away,away,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340455,Primera División,Universitario,2540,home,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340455,Primera División,Cultural Santa Rosa,2572,away,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340450,Primera División,Alianza Atletico,2560,home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340450,Primera División,Sport Boys,2544,away,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340457,Primera División,Deportivo Binacional,2550,home,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340457,Primera División,FBC Melgar,2554,away,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381502,Premier League,Al Ahed,4567,home,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381502,Premier League,Safa,4573,away,draw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208318,Premier League,Chelsea,49,home,home,0.45,0.45,0.1,True,True,False,False,-2.5,-2.5,False,5.0,4.0,11.0,2.0,8.0,3.0,7.0,4.0,5.0,50%,5.0,2.0,434.0,371.0,85%,,1.09,0.0,,,,,,,,,,,
1208318,Premier League,Tottenham,47,away,home,0.45,0.45,0.1,True,True,False,False,-2.5,-2.5,False,2.0,3.0,8.0,3.0,5.0,3.0,16.0,6.0,5.0,50%,5.0,4.0,433.0,380.0,88%,,0.79,0.0,,,,,,,,,,,
1336000,Premier League,Reyady Abaseya,22812,home,away,0.1,0.45,0.45,False,False,True,False,-1.5,-3.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336000,Premier League,Al Ahed,4567,away,away,0.1,0.45,0.45,False,False,True,False,-1.5,-3.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208745,La Liga,Las Palmas,534,home,draw,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,7.0,5.0,14.0,2.0,11.0,3.0,10.0,4.0,1.0,61%,5.0,1.0,438.0,350.0,80%,,1.77,0.0,,,,,,,,,,,
1208745,La Liga,Alaves,542,away,draw,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,3.0,5.0,9.0,1.0,5.0,4.0,22.0,5.0,3.0,39%,4.0,4.0,292.0,198.0,68%,,1.49,0.0,,,,,,,,,,,
1223878,Serie A,Genoa,495,home,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,2.0,4.0,8.0,2.0,3.0,5.0,12.0,3.0,1.0,44%,3.0,1.0,344.0,250.0,73%,,1.04,0.0,,,,,,,,,,,
1223878,Serie A,Lecce,867,away,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,2.0,5.0,15.0,8.0,5.0,10.0,10.0,3.0,0.0,56%,2.0,0.0,445.0,344.0,77%,,1.36,0.0,,,,,,,,,,,
1336001,Premier League,Al Ansar,4569,home,draw,0.35,0.35,0.3,True,True,False,False,-3.5,-2.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336001,Premier League,Safa,4573,away,draw,0.35,0.35,0.3,True,True,False,False,-3.5,-2.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355081,Premier League Cup,Exeter U21,24847,home,away,0.45,0.45,0.1,True,True,False,False,-3.5,-3.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355081,Premier League Cup,Brentford U21,20079,away,away,0.45,0.45,0.1,True,True,False,False,-3.5,-3.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212939,La Liga,Rayo Vallecano,728,home,away,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,5.0,8.0,16.0,3.0,9.0,7.0,8.0,8.0,1.0,70%,2.0,3.0,551.0,488.0,89%,,0.67,0.0,,,,,,,,,,,
1212939,La Liga,Espanyol,540,away,away,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,7.0,6.0,15.0,2.0,11.0,4.0,10.0,4.0,0.0,30%,2.0,5.0,242.0,172.0,71%,,3.27,0.0,,,,,,,,,,,
1223898,Serie A,Genoa,495,home,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,7.0,4.0,13.0,2.0,10.0,3.0,16.0,1.0,3.0,53%,2.0,2.0,459.0,361.0,79%,,1.32,0.0,,,,,,,,,,,
1223898,Serie A,Udinese,494,away,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,2.0,2.0,5.0,1.0,5.0,0.0,14.0,2.0,1.0,47%,2.0,6.0,405.0,313.0,77%,,1.03,0.0,,,,,,,,,,,
1340342,Primera División,Deportivo Binacional,2550,home,draw,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,5.0,4.0,10.0,1.0,6.0,4.0,17.0,5.0,2.0,57%,3.0,1.0,388.0,307.0,79%,1.0,,,,,,,,,,,,,
1340342,Primera División,Ayacucho FC,2542,away,draw,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,2.0,10.0,16.0,4.0,8.0,8.0,8.0,7.0,2.0,43%,0.0,4.0,289.0,210.0,73%,0.0,,,,,,,,,,,,,
1405444,UEFA Champions League,Shelbourne,3854,home,away,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405444,UEFA Champions League,Qarabag,556,away,away,0.33,0.33,0.33,False,False,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383453,UEFA Champions League,Brann,319,home,away,0.33,0.33,0.33,False,False,False,False,,,True,2.0,5.0,8.0,1.0,2.0,6.0,10.0,1.0,1.0,47%,4.0,6.0,403.0,308.0,76%,,,,,,,,,,,,,,
1383453,UEFA Champions League,Red Bull Salzburg,571,away,away,0.33,0.33,0.33,False,False,False,False,,,True,10.0,7.0,22.0,5.0,20.0,2.0,18.0,7.0,5.0,53%,1.0,1.0,444.0,363.0,82%,,,,,,,,,,,,,,
1466629,Primera División,Sport Boys,2544,home,home,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,4.0,7.0,11.0,0.0,9.0,2.0,8.0,5.0,,45%,3.0,3.0,336.0,253.0,75%,0.0,,,,,,,,,,,,,
1466629,Primera División,Sport Huancayo,2555,away,home,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,4.0,8.0,16.0,4.0,10.0,6.0,13.0,8.0,,55%,3.0,2.0,406.0,316.0,78%,1.0,,,,,,,,,,,,,
1379037,Premier League,Newcastle,34,home,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,9.0,4.0,18.0,5.0,13.0,5.0,16.0,8.0,0.0,52%,0.0,4.0,457.0,381.0,83%,,3.28,1.0,,,,,,,,,,,
1379037,Premier League,Nottingham Forest,65,away,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,4.0,1.0,5.0,0.0,4.0,1.0,15.0,1.0,2.0,48%,4.0,7.0,432.0,353.0,82%,,0.29,1.0,,,,,,,,,,,
1466633,Primera División,Deportivo Garcilaso,20960,home,away,0.35,0.35,0.3,True,True,False,False,-2.5,-1.5,False,2.0,5.0,7.0,0.0,5.0,2.0,14.0,2.0,3.0,58%,5.0,3.0,328.0,257.0,78%,,,,,,,,,,,,,,
1466633,Primera División,Alianza Atletico,2560,away,away,0.35,0.35,0.3,True,True,False,False,-2.5,-1.5,False,6.0,6.0,13.0,1.0,5.0,8.0,15.0,5.0,3.0,42%,3.0,0.0,248.0,183.0,74%,,,,,,,,,,,,,,
1466632,Primera División,Atletico Grau,2564,home,draw,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,3.0,2.0,6.0,1.0,4.0,2.0,12.0,4.0,0.0,60%,2.0,1.0,488.0,399.0,82%,1.0,1.00,,,,,,,,,,,,
1466632,Primera División,FBC Melgar,2554,away,draw,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,1.0,5.0,6.0,0.0,3.0,3.0,10.0,1.0,2.0,40%,2.0,3.0,325.0,237.0,73%,1.0,0.73,,,,,,,,,,,,
1390891,La Liga,Celta Vigo,538,home,draw,0.1,0.45,0.45,False,False,True,True,-1.5,-2.5,False,4.0,11.0,18.0,3.0,9.0,9.0,7.0,6.0,2.0,59%,1.0,1.0,726.0,659.0,91%,0.0,1.92,0.0,,,,,,,,,,,
1390891,La Liga,Atletico Madrid,530,away,draw,0.1,0.45,0.45,False,False,True,True,-1.5,-2.5,False,1.0,4.0,6.0,1.0,4.0,2.0,10.0,3.0,0.0,41%,3.0,3.0,501.0,436.0,87%,1.0,0.30,0.0,,,,,,,,,,,
1459160,Premier League,Bourj,7516,home,home,0.1,0.45,0.45,False,False,True,True,,-1.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459160,Premier League,Tadamon Sour,4577,away,home,0.1,0.45,0.45,False,False,True,True,,-1.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377920,Serie A,Napoli,492,home,home,0.45,0.45,0.1,True,False,False,False,-3.5,-1.5,False,5.0,4.0,12.0,3.0,10.0,2.0,16.0,7.0,2.0,69%,1.0,0.0,554.0,462.0,83%,,1.31,0.0,,,,,,,,,,,
1377920,Serie A,Genoa,495,away,home,0.45,0.45,0.1,True,False,False,False,-3.5,-1.5,False,1.0,3.0,6.0,2.0,1.0,5.0,15.0,5.0,2.0,31%,3.0,3.0,245.0,168.0,69%,,0.44,0.0,,,,,,,,,,,
1390896,La Liga,Real Sociedad,548,home,away,0.45,0.45,0.1,True,True,False,False,-2.5,-2.5,False,3.0,1.0,10.0,6.0,7.0,3.0,13.0,7.0,0.0,51%,1.0,1.0,421.0,338.0,80%,,0.79,1.0,,,,,,,,,,,
1390896,La Liga,Rayo Vallecano,728,away,away,0.45,0.45,0.1,True,True,False,False,-2.5,-2.5,False,2.0,3.0,7.0,2.0,5.0,2.0,21.0,5.0,1.0,49%,2.0,3.0,414.0,328.0,79%,,0.80,1.0,,,,,,,,,,,
1377916,Serie A,Fiorentina,502,home,away,0.1,0.45,0.45,False,False,True,True,-1.5,-2.5,False,3.0,6.0,11.0,2.0,4.0,7.0,19.0,3.0,2.0,45%,2.0,2.0,373.0,293.0,79%,,1.10,0.0,,,,,,,,,,,
1377916,Serie A,AS Roma,497,away,away,0.1,0.45,0.45,False,False,True,True,-1.5,-2.5,False,3.0,3.0,8.0,2.0,5.0,3.0,21.0,4.0,0.0,55%,3.0,2.0,467.0,384.0,82%,,1.35,0.0,,,,,,,,,,,
1379030,Premier League,Aston Villa,66,home,home,0.45,0.45,0.1,True,True,False,False,-2.5,-2.5,False,7.0,5.0,15.0,3.0,12.0,3.0,9.0,6.0,3.0,55%,3.0,1.0,496.0,434.0,88%,,1.16,0.0,,,,,,,,,,,
1379030,Premier League,Burnley,44,away,home,0.45,0.45,0.1,True,True,False,False,-2.5,-2.5,False,2.0,1.0,5.0,2.0,3.0,2.0,15.0,4.0,5.0,45%,1.0,5.0,409.0,331.0,81%,,0.40,0.0,,,,,,,,,,,
1466634,Primera División,Universitario,2540,home,home,0.45,0.45,0.1,True,False,False,False,-3.5,-1.5,False,9.0,7.0,21.0,5.0,14.0,7.0,9.0,3.0,1.0,65%,2.0,0.0,554.0,486.0,88%,,,,,,,,,,,,,,
1466634,Primera División,Juan Pablo II College,22479,away,home,0.45,0.45,0.1,True,False,False,False,-3.5,-1.5,False,0.0,3.0,3.0,0.0,0.0,3.0,8.0,3.0,1.0,35%,2.0,6.0,295.0,206.0,70%,,,,,,,,,,,,,,
1459161,Premier League,Al Mabarrah,11880,home,draw,0.45,0.45,0.1,True,True,False,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459161,Premier League,Reyady Abaseya,22812,away,draw,0.45,0.45,0.1,True,True,False,False,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377922,Serie A,Udinese,494,home,draw,0.35,0.35,0.3,True,True,False,False,-1.5,-2.5,False,4.0,9.0,23.0,10.0,15.0,8.0,14.0,7.0,,60%,1.0,2.0,441.0,368.0,83%,,2.68,1.0,,,,,,,,,,,
1377922,Serie A,Cagliari,490,away,draw,0.35,0.35,0.3,True,True,False,False,-1.5,-2.5,False,2.0,4.0,8.0,2.0,5.0,3.0,16.0,2.0,,40%,2.0,3.0,299.0,216.0,72%,,0.97,1.0,,,,,,,,,,,
1377918,Serie A,Juventus,496,home,draw,0.35,0.35,0.3,True,True,False,False,-2.5,-3.5,False,3.0,7.0,12.0,2.0,8.0,4.0,15.0,6.0,0.0,51%,2.0,4.0,475.0,422.0,89%,,1.13,0.0,,,,,,,,,,,
1377918,Serie A,AC Milan,489,away,draw,0.35,0.35,0.3,True,True,False,False,-2.5,-3.5,False,4.0,7.0,13.0,2.0,7.0,6.0,8.0,0.0,1.0,49%,2.0,3.0,466.0,416.0,89%,,1.74,0.0,,,,,,,,,,,
1390898,La Liga,Sevilla,536,home,home,0.1,0.45,0.45,False,False,True,False,-2.5,-4.5,False,5.0,6.0,13.0,2.0,12.0,1.0,18.0,7.0,10.0,39%,7.0,7.0,266.0,205.0,77%,,2.80,0.0,,,,,,,,,,,
1390898,La Liga,Barcelona,529,away,home,0.1,0.45,0.45,False,False,True,False,-2.5,-4.5,False,8.0,4.0,17.0,5.0,14.0,3.0,9.0,6.0,0.0,61%,5.0,1.0,427.0,363.0,85%,,2.25,0.0,,,,,,,,,,,
1377915,Serie A,Bologna,500,home,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,7.0,12.0,24.0,5.0,15.0,9.0,16.0,2.0,1.0,71%,0.0,0.0,547.0,485.0,89%,0.0,3.62,-1.0,,,,,,,,,,,
1377915,Serie A,Pisa,801,away,home,0.45,0.45,0.1,True,True,False,False,-2.5,-1.5,False,0.0,2.0,2.0,0.0,2.0,0.0,12.0,2.0,2.0,29%,1.0,3.0,211.0,147.0,70%,1.0,0.04,-1.0,,,,,,,,,,,
1379032,Premier League,Brentford,55,home,away,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,1.0,3.0,6.0,2.0,4.0,2.0,10.0,3.0,1.0,30%,3.0,3.0,311.0,249.0,80%,,0.70,0.0,,,,,,,,,,,
1379032,Premier League,Manchester City,50,away,away,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,4.0,2.0,10.0,4.0,6.0,4.0,6.0,2.0,1.0,70%,2.0,1.0,764.0,698.0,91%,,0.85,0.0,,,,,,,,,,,
1390892,La Liga,Espanyol,540,home,away,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,5.0,8.0,14.0,1.0,9.0,5.0,16.0,10.0,2.0,50%,2.0,1.0,448.0,372.0,83%,,2.24,1.0,,,,,,,,,,,
1390892,La Liga,Real Betis,543,away,away,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,3.0,6.0,12.0,3.0,7.0,5.0,4.0,5.0,1.0,50%,6.0,4.0,463.0,385.0,83%,,1.33,1.0,,,,,,,,,,,
1466631,Primera División,Alianza Universidad,2548,home,home,0.1,0.45,0.45,False,False,True,True,-1.5,-2.5,False,2.0,4.0,9.0,3.0,6.0,3.0,18.0,0.0,0.0,39%,7.0,2.0,271.0,222.0,82%,0.0,1.29,,,,,,,,,,,,
