fixture_id,league,team_name,team_id,location,real_team_winner,pred_percent_home,pred_percent_draw,pred_percent_away,pred_home_win,pred_home_win_draw,pred_away_win,pred_away_win_draw,predicted_goals_home,predicted_goals_away,pred_draw,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,Red Cards,expected_goals,goals_prevented,bookmaker_used,goals_over/under_over_2.5,goals_over/under_over_2.5_prob,goals_over/under_under_2.5,goals_over/under_under_2.5_prob,odds_team_win,odds_draw,corners_over_under_over_10.5,corners_over_under_over_10.5_prob,corners_over_under_under_10.5,corners_over_under_under_10.5_prob
1405446,UEFA Champions League,FC Noah,3684,home,away,0.33,0.33,0.33,False,False,False,False,,,True,3.0,6.0,10.0,1.0,3.0,7.0,11.0,2.0,1.0,56%,2.0,3.0,421.0,352.0,84%,0.0,,,,,,,,,,,,,
1405446,UEFA Champions League,Ferencvarosi TC,651,away,away,0.33,0.33,0.33,False,False,False,False,,,True,5.0,4.0,10.0,1.0,8.0,2.0,9.0,5.0,0.0,44%,0.0,3.0,323.0,252.0,78%,1.0,,,,,,,,,,,,,
1405447,UEFA Champions League,Rīgas FS,4160,home,away,0.1,0.45,0.45,False,False,True,False,-1.5,-3.5,False,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,
1405447,UEFA Champions League,Malmo FF,375,away,away,0.1,0.45,0.45,False,False,True,False,-1.5,-3.5,False,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,
1405451,UEFA Champions League,Slovan Bratislava,656,home,home,0.45,0.45,0.1,True,True,False,False,,-2.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405451,UEFA Champions League,Zrinjski,588,away,home,0.45,0.45,0.1,True,True,False,False,,-2.5,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208328,Premier League,Ipswich,57,home,away,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,2.0,2.0,6.0,2.0,5.0,1.0,12.0,4.0,1.0,44%,2.0,4.0,323.0,244.0,76%,,0.80,0.0,,,,,,,,,,,
1208328,Premier League,Wolves,39,away,away,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,7.0,9.0,22.0,6.0,19.0,3.0,16.0,8.0,1.0,56%,2.0,1.0,407.0,333.0,82%,,2.71,0.0,,,,,,,,,,,
1223900,Serie A,AC Milan,489,home,draw,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,6.0,5.0,19.0,8.0,15.0,4.0,12.0,7.0,2.0,52%,4.0,7.0,410.0,355.0,87%,,2.65,0.0,,,,,,,,,,,
1223900,Serie A,Fiorentina,502,away,draw,0.1,0.45,0.45,False,False,True,True,-2.5,-2.5,False,8.0,5.0,15.0,2.0,10.0,5.0,12.0,4.0,5.0,48%,3.0,4.0,372.0,326.0,88%,,1.96,0.0,,,,,,,,,,,
1208332,Premier League,West Ham,48,home,draw,0.45,0.45,0.1,True,True,False,False,-2.5,-2.5,False,3.0,5.0,9.0,1.0,6.0,3.0,13.0,4.0,4.0,56%,2.0,4.0,470.0,372.0,79%,,0.69,0.0,,,,,,,,,,,
1208332,Premier League,Bournemouth,35,away,draw,0.45,0.45,0.1,True,True,False,False,-2.5,-2.5,False,4.0,4.0,11.0,3.0,7.0,4.0,13.0,7.0,1.0,44%,2.0,2.0,361.0,266.0,74%,,2.12,0.0,,,,,,,,,,,
1208763,La Liga,Girona,547,home,away,0.35,0.35,0.3,True,True,False,False,-2.5,-2.5,False,1.0,10.0,16.0,5.0,13.0,3.0,8.0,5.0,0.0,64%,1.0,3.0,478.0,423.0,88%,,1.42,0.0,,,,,,,,,,,
1208763,La Liga,Alaves,542,away,away,0.35,0.35,0.3,True,True,False,False,-2.5,-2.5,False,4.0,5.0,9.0,0.0,6.0,3.0,25.0,3.0,1.0,36%,5.0,1.0,280.0,218.0,78%,,0.80,0.0,,,,,,,,,,,
1208325,Premier League,Crystal Palace,52,home,home,0.35,0.35,0.3,True,True,False,False,-2.5,-2.5,False,3.0,1.0,8.0,4.0,5.0,3.0,12.0,2.0,3.0,38%,4.0,4.0,325.0,245.0,75%,2.0,0.60,0.0,,,,,,,,,,,
1208325,Premier League,Brighton,51,away,home,0.35,0.35,0.3,True,True,False,False,-2.5,-2.5,False,5.0,3.0,11.0,3.0,7.0,4.0,13.0,4.0,1.0,62%,3.0,1.0,542.0,462.0,85%,1.0,1.00,0.0,,,,,,,,,,,
